1 1 1:0.09398836758205759 2:0.09131435962725405 4:0.1538461595773697 5:0.10753385082687394 7:0.17700231395261756 8:0.17700231395261756 10:0.17700231395261756 11:0.17700231395261756 13:0.12323538853918059 		thật tuyệt_vời vì chủ_quyền đất_nước tôi sẵn_sàng đóng_góp và hy_sinh xương_máu để bảo_vệ 
160 2 122:0.026020599331673895 310:0.6505149978319906 874:0.07662799801871094 875:0.08941947457864903 		chuyện về vé tàu_hỏa là không đồng_ý
161 2 21:0.02575880096955866 76:0.14455888948415668 152:0.06060606241226196 337:0.4351082276546576 514:0.0629248154442345 638:0.043478261679410934 848:0.041438291244986686 872:0.06629670082889634 881:0.06534500260106091 893:0.1111111119389534 905:0.10957285897733357 906:0.095238097012043 907:0.10957285897733357 908:0.08090333504675243 909:0.10957285897733357 910:0.21914571795466714 		sinh_viên phần_lớn xa quê và là con_em nông_dân công_nhân không có điều_kiện thế_mà không giảm_giá cho các em í @ @ thấy tội cho các em
162 2 66:0.12778454882117465 101:0.026020599331673895 136:0.021411620841456914 147:0.055269962991939835 548:0.095238097012043 681:0.03146240772211725 898:0.16020600152005166 911:0.1150515014976 912:0.1150515014976 913:0.1150515014976 914:0.2301030029952 915:0.2301030029952 916:0.1150515014976 917:0.1150515014976 918:0.1150515014976 		những mặt_hàng nông_nghiệp như phân thuốc_trừ_sâu bình ỗn được chứ dân đang nghèo mùa_màng thất_bát tại_sao còn đưa gạo làm bình ỗn
163 2 21:0.02575880096955866 38:0.15532666878750026 360:0.10526315867900848 401:0.054054055362939835 438:0.05038549112835653 874:0.07662799801871094 908:0.08090333504675243 919:0.14381437472899883 920:0.14381437472899883 921:0.14381437472899883 922:0.125 923:0.14381437472899883 		những cái tốt sao hok duy_trì mà_lại hủy_bỏ là sao giảm_giá vé cho sv là việc_làm thiết_thực mà 
164 2 21:0.02575880096955866 122:0.026020599331673895 155:0.055269962991939835 228:0.1658098889758195 254:0.03408638171486776 302:0.043298919732996294 349:0.2288657232779464 359:0.1818181872367859 366:0.08431894754022312 394:0.049294831582219735 438:0.05038549112835653 464:0.18239087515556565 740:0.16989700296526447 771:0.1428571492433548 872:0.06629670082889634 873:0.08941947457864903 874:0.07662799801871094 879:0.10526315867900848 881:0.06534500260106091 883:0.07015033816627667 886:0.03846153989434242 887:0.02799869241818579 898:0.16020600152005166 908:0.08090333504675243 922:0.125 924:0.05612268073033985 925:0.05612268073033985 926:0.05612268073033985 927:0.04878048598766327 928:0.05612268073033985 929:0.05612268073033985 930:0.16836804219101956 		sinh_viên không được miễn giá vé tàu ntn là không thỏa_đáng đa_số sv đều ở quê ra tp học_tập đa_phần sv là gđ nông nghèo không giảm_giá tàu_xe cho sv về quê các đợt lễ tết và không được học_phí thì tăng vé tàu_xe không giảm thế sv chúng_tôi sao mà đủ tiền tàu_xe 
165 2 132:0.021938199769804143 252:0.03614829681996146 310:0.6505149978319906 625:0.07386826243399135 872:0.06629670082889634 874:0.07662799801871094 880:0.03507516908313833 883:0.07015033816627667 931:0.13535470613152858 932:0.13535470613152858 		đồng_ý hết nhưng sinh_viên không được miễn_giảm vé tàu là một vấn_đề cần phải xem_xét lại vì_sao 
166 2 15:0.0572164308194866 21:0.02575880096955866 78:0.10231319380510993 128:0.01957621349820366 136:0.021411620841456914 277:0.08417421685360227 281:0.06855687581300353 441:0.0679587986544432 447:0.09099574696924809 681:0.03146240772211725 795:0.022727273404598236 873:0.08941947457864903 927:0.04878048598766327 933:0.07670100385573492 935:0.07670100385573492 936:0.07670100385573492 937:0.07670100385573492 938:0.07670100385573492 939:0.07670100385573492 940:0.07670100385573492 941:0.07670100385573492 942:0.07670100385573492 		ơ trước năm 45 là chống pháp đa_phần tuổi đã cao sức đã yếu còn đi đâu nữa mà miễn với không miễn ? tại_sao không miễn giãm cho tất_cả các thời_kỳ ? buồn_cười quá 
167 2 21:0.02575880096955866 38:0.15532666878750026 96:0.05599738483637158 281:0.06855687581300353 328:0.17994819466773954 342:0.06330139037507893 438:0.05038549112835653 501:0.1428571492433548 581:0.05128205195069313 594:0.021730327128498688 706:0.0552434477710284 791:0.04545454680919647 848:0.041438291244986686 872:0.06629670082889634 881:0.06534500260106091 898:0.16020600152005166 943:0.08522333380770336 944:0.08522333380770336 945:0.08522333380770336 946:0.08522333380770336 947:0.08522333380770336 		buồn thiết chứ không đội mũ_bảo_hiểm cho những bạn trẻ là tốt nên bắt_buộc sinh_viên xa quê nghèo lắm các bác ạ sao các bác nỡ lòng nào ? 
168 2 5:0.10753385082687394 39:0.14455888948415668 49:0.08898279326901264 68:0.4659800167779655 113:0.03647817367219524 127:0.029118638379307088 184:0.03639829933007615 251:0.042553190141916275 298:0.054054055362939835 302:0.043298919732996294 312:0.30398479645566906 455:0.11714452195730546 505:0.06755217548023991 558:0.06079696065005171 693:0.4000000059604645 721:0.190476194024086 726:0.2857142984867096 727:0.2857142984867096 740:0.16989700296526447 872:0.06629670082889634 873:0.08941947457864903 874:0.07662799801871094 875:0.08941947457864903 908:0.08090333504675243 948:0.04261166690385168 949:0.04261166690385168 950:0.04261166690385168 951:0.04261166690385168 952:0.04261166690385168 953:0.04261166690385168 954:0.04261166690385168 956:0.08522333380770336 957:0.04261166690385168 958:0.04261166690385168 959:0.04261166690385168 960:0.04261166690385168 961:0.04261166690385168 962:0.04261166690385168 963:0.04261166690385168 964:0.04261166690385168 965:0.04261166690385168 966:0.04261166690385168 		sinh_viên không được miễn giảm vé tàu_hỏa là chính_sách chưa phù_hợp để phát_triển đất_nước sinh_viên là những người cần được ưu_tiên hỗ_trợ phát_triển nước gần chúng_ta nhất trung quốc sinh_viên được miễn giảm_giá vé tầu vào hai lần là đi_về nghỉ_hè và nghỉ tết đề_nghị tăng_cường an_ninh tại các khu_vực bến_xe bến_tàu phòng_chống trộm_cắp cướp_giật lắp thiết_bị ghi_hình ghi tiếng và báo_động nhanh tại các khu_vực này 
169 2 249:0.038806567374963574 262:0.1301030015050839 342:0.06330139037507893 967:0.20000000298023224 968:0.20000000298023224 969:0.20000000298023224 970:0.18239087515556565 971:0.2301030029952 972:0.2301030029952 		  thay_đổi mã vùng điện_thoại cố_định không khoa_học tí nào
170 2 21:0.02575880096955866 253:0.03408638171486776 277:0.08417421685360227 552:0.13069000520212182 745:0.049969706196034566 970:0.18239087515556565 973:0.15340200771146983 974:0.15340200771146983 975:0.15340200771146983 976:0.15340200771146983 977:0.15340200771146983 		mệt nhất_là chuyện đổi số điện_thoại mới_đầu năm đã hao_tài_tốn_của cho việc in_ấn giấy_tờ rồi 
171 2 21:0.02575880096955866 76:0.14455888948415668 211:0.052287874478832784 253:0.03408638171486776 269:0.14564182173391552 275:0.4000000059604645 276:0.3647817503111313 342:0.06330139037507893 635:0.043478261679410934 745:0.049969706196034566 978:0.15340200771146983 		tôi thấy đổi số đt và cho mang thai hộ là không hay chút nào 
172 2 42:0.15532666878750026 76:0.14455888948415668 249:0.038806567374963574 328:0.17994819466773954 342:0.06330139037507893 967:0.20000000298023224 968:0.20000000298023224 969:0.20000000298023224 970:0.18239087515556565 979:0.1150515014976 980:0.1150515014976 981:0.1150515014976 982:0.1150515014976 983:0.1150515014976 		mã vùng điện_thoại thay_đổi kiểu gì mà đọc vào chả thấy khoa_học không biết_mấy bác phân_chia mã theo quy_luật nào nữa
173 2 123:0.03999999910593033 129:0.07295634734439048 131:0.029118638379307088 199:0.04912511881703208 254:0.03408638171486776 337:0.4351082276546576 447:0.09099574696924809 593:1.0 887:0.02799869241818579 984:0.13535470613152858 985:0.13535470613152858 986:0.13535470613152858 987:0.13535470613152858 		xong tăng lương thì tiền đâu em mua rau thịt ăn đây lại mỳ tôm qua_ngày vậy
174 2 706:0.0552434477710284 711:0.0552434477710284 		khổ lắm
175 2 350:0.2857142984867096 988:0.5752574989159953 989:0.5752574989159953 		vô_cùng ngang_ngược và trơ_tráo 
176 2 4:0.1538461595773697 21:0.02575880096955866 43:0.17800666702935994 91:0.045657179813627026 112:0.026020599331673895 197:0.043444755790975544 235:0.042553190141916275 277:0.08417421685360227 374:0.095238097012043 423:0.03240167405300876 551:0.13069000520212182 552:0.13069000520212182 563:0.06079696065005171 585:0.11767152709810212 588:0.06451612710952759 636:0.11080239048640879 990:0.07190718736449941 991:0.07190718736449941 992:0.07190718736449941 993:0.07190718736449941 994:0.07190718736449941 995:0.07190718736449941 996:0.07190718736449941 		vô_lý nhất_là mình có nhà hợp_pháp chủ_quyền tên của mình mà phải tạm_trú trong nhà mình 2 năm mới được nhập hộ_khẩu thời_gian đó thì biết_bao_nhiêu rắc_rối cho con_cháu xin việc học_hành quyền_lợi bị hạn_chế 
177 2 78:0.10231319380510993 128:0.01957621349820366 594:0.021730327128498688 		buồn quá đi 
178 2 78:0.10231319380510993 96:0.05599738483637158 199:0.04912511881703208 887:0.02799869241818579 997:0.2091845512945472 998:0.1818181872367859 999:0.2091845512945472 1000:0.2091845512945472 1001:0.1818181872367859 		lương thấp quá xăng thì cứ tăng vù_vù nãn lòng công_chức 
179 2 21:0.02575880096955866 121:0.029118638379307088 220:0.06505150075254194 278:0.07636554581558352 281:0.06855687581300353 543:0.15257714487320523 643:0.06621211987300626 711:0.0552434477710284 852:0.09756097197532654 887:0.02799869241818579 998:0.1818181872367859 1002:0.10004478428365239 1003:0.10004478428365239 1004:0.10004478428365239 1005:0.10004478428365239 1006:0.20008956856730478 1007:0.10004478428365239 		trời_ơi tăng cái nọ lại tăng thêm 1 loạt các thứ khác ? xăng tăng điện tăng kêu lỗ cái khổ của người_dân thì ai kêu cho đây 
180 2 76:0.14455888948415668 199:0.04912511881703208 404:0.03614829681996146 430:0.1415808379141059 594:0.021730327128498688 613:0.02985074557363987 651:0.03693413121699567 887:0.02799869241818579 1001:0.1818181872367859 1009:0.10957285897733357 1011:0.10957285897733357 1012:0.10957285897733357 1013:0.095238097012043 1014:0.10957285897733357 		nghe lương tăng mà thấy buồn bởi chẳng thấm_tháp gì so với chi_tiêu tối thiếu hàng tháng của các gia_đình công_chức 
181 2 66:0.12778454882117465 199:0.04912511881703208 254:0.03408638171486776 412:0.03614829681996146 416:0.03240167405300876 464:0.18239087515556565 542:0.08685279801667839 558:0.06079696065005171 1015:0.12783500071155504 1016:0.12783500071155504 1017:0.12783500071155504 1018:0.12783500071155504 1019:0.12783500071155504 		lương và giá_cả thị_trường làm thế_nào để đủ tiền nuôi hai đứa con mà không phải vay nợ 
182 2 199:0.04912511881703208 329:0.2288657232779464 457:0.30398479645566906 887:0.02799869241818579 		lương ơi đừng tăng nữa 
183 2 281:0.06855687581300353 365:0.06247824419875601 551:0.13069000520212182 585:0.11767152709810212 589:0.05480548237750861 643:0.06621211987300626 906:0.095238097012043 1020:0.08522333380770336 1021:0.08522333380770336 1022:0.14814814925193787 1023:0.17044666761540672 1024:0.17044666761540672 1025:0.08522333380770336 1026:0.08522333380770336 1027:0.08522333380770336 1028:0.07407407462596893 		vô_lý hình_ảnh rạp công_nhân sau khi đập 2 bậc thềm nhưng thay vào đó là 1 dãy xe_máy đậu trên vỉa_hè ? vậy mục_đích của việc đập 2 bậc thềm là gì ?
184 2 211:0.052287874478832784 261:0.16020600152005166 365:0.06247824419875601 543:0.15257714487320523 672:0.028201458149252744 779:0.09099574696924809 1029:0.22798859054716233 		tôi phản_đối lấy vỉa_hè kinh_doanh hay làm_việc khác
185 2 91:0.045657179813627026 361:0.08431894754022312 447:0.09099574696924809 590:0.043444755790975544 655:0.042553190141916275 698:0.30398479645566906 1030:0.15340200771146983 1031:0.15340200771146983 1032:0.15340200771146983 1033:0.15340200771146983 		ôi không được đâu mới khó_khăn mới dẹp được giờ mà bày ra là tùm_lum liền hà 
186 2 1:0.09398836758205759 486:0.16020600152005166 487:0.18239087515556565 549:0.4853106649660409 573:0.03733158898695286 779:0.09099574696924809 1034:0.15340200771146983 1035:0.15340200771146983 1036:0.13333334028720856 1037:0.15340200771146983 		quyết_định thật khó hiểu tôi phản_đối việc này vi_phạm luật giao_thông đường_bộ đã cấm là cấm 
187 2 21:0.02575880096955866 45:0.07906056819772689 66:0.12778454882117465 136:0.021411620841456914 262:0.1301030015050839 281:0.06855687581300353 292:0.054054055362939835 365:0.06247824419875601 431:0.1666666716337204 438:0.05038549112835653 546:0.095238097012043 555:0.13467874897263335 567:0.08223176552233942 651:0.03693413121699567 672:0.028201458149252744 748:0.05882352963089943 786:0.04545454680919647 1038:0.06767735306576429 1039:0.06767735306576429 1040:0.05882352963089943 1041:0.06767735306576429 1042:0.06767735306576429 1043:0.05882352963089943 		  nếu cho kinh_doanh vỉa_hè rồi lại lộn_xộn thôi văn_hoá vỉa_hè sẽ tồn_tại mãi thế_này sao ? tận_dụng làm chỗ đỗ xe thì còn có_lý vì chỗ để xe hiện_nay rất thiếu còn cho thuê kinh_doanh là tôi không ủng_hộ 
188 2 91:0.045657179813627026 550:0.5340200130243569 861:0.06896551698446274 1040:0.05882352963089943 1044:0.2857142984867096 1045:0.3287185855040054 		lại bát_nháo thế_này bao_giờ mới khá nổi 
189 2 21:0.02575880096955866 136:0.021411620841456914 365:0.06247824419875601 544:0.095238097012043 1029:0.22798859054716233 1043:0.05882352963089943 1046:0.10526315867900848 1047:0.12110684277936794 1048:0.12110684277936794 1049:0.12110684277936794 1050:0.12110684277936794 1051:0.12110684277936794 1052:0.12110684277936794 		đã dọn_dẹp vỉa_hè để lấy lại không_gian đi_lại cho rộng_rãi vậy_mà còn đề suất cho thuê gì nữa vậy trời 
190 2 21:0.02575880096955866 49:0.08898279326901264 128:0.01957621349820366 278:0.07636554581558352 310:0.6505149978319906 361:0.08431894754022312 364:0.08941947457864903 672:0.028201458149252744 1053:0.17700231395261756 1054:0.17700231395261756 		cho kinh_doanh rồi ai quản_lý nỗi nếu người kinh_doanh lấn_chiếm dẹp đi không đồng_ý
191 2 21:0.02575880096955866 109:0.03647817367219524 361:0.08431894754022312 457:0.30398479645566906 554:0.1538461595773697 718:0.9119543621886493 1055:0.2091845512945472 1056:0.2091845512945472 		dẹp rồi lại cho bán trở_lại bó_tay vậy_thì đừng có dẹp làm_gì 
192 2 21:0.02575880096955866 67:0.18199149393849617 91:0.045657179813627026 157:0.5 268:0.1818181872367859 322:0.08958110202273428 365:0.06247824419875601 672:0.028201458149252744 758:0.05882352963089943 1057:0.14381437472899883 1058:0.125 		không biết nói_gì hơn mới được mấy ngày mà đã có đề_xuất mới dứt_khoát không cho kinh_doanh vỉa_hè 
193 2 683:0.3647817503111313 		cạn_lời
194 2 15:0.0572164308194866 21:0.02575880096955866 49:0.08898279326901264 66:0.12778454882117465 76:0.14455888948415668 78:0.10231319380510993 94:0.1538461595773697 96:0.05599738483637158 121:0.029118638379307088 128:0.01957621349820366 136:0.021411620841456914 190:0.10007923416393273 220:0.06505150075254194 253:0.03408638171486776 261:0.16020600152005166 276:0.3647817503111313 277:0.08417421685360227 341:0.07930038079783679 365:0.06247824419875601 367:0.10526315867900848 382:0.11764705926179886 438:0.05038549112835653 442:0.07999999821186066 463:0.18239087515556565 625:0.07386826243399135 672:0.028201458149252744 725:0.0772259115895123 779:0.09099574696924809 890:0.03846153989434242 1028:0.07407407462596893 1044:0.2857142984867096 1058:0.125 1059:0.03434373047893958 1060:0.03434373047893958 1061:0.03434373047893958 1062:0.03434373047893958 1063:0.03434373047893958 1064:0.03434373047893958 1065:0.03434373047893958 1066:0.03434373047893958 1067:0.03434373047893958 1068:0.03434373047893958 1069:0.03434373047893958 1070:0.03434373047893958 1071:0.03434373047893958 1072:0.02985074557363987 1073:0.03434373047893958 1074:0.02985074557363987 1075:0.03434373047893958 1076:0.03434373047893958 1077:0.03434373047893958 		phản_đối đề_xuất kinh_doanh trên vỉa_hè khi ý_thức người_dân còn quá kém kèm theo lòng tham tâm_lý số đông khi sử_dụng hộ này chật quá để thêm vật_dụng ra ngoài nghĩ cũng không sao người này thấy người kia để được cũng làm theo người người_làm theo cán_bộ đi kiểm_tra rất mỏng còn rất nhiều vấn_đề phát_sinh vỉa_hè phải dùng đúng mục_đích cho làm_việc này việc kia sẽ sinh_ra tiêu_cực mỹ_quan đô_thị và tất_cả sẽ mất kiểm_soát bát_nháo cho_đến vài chục năm sau 
195 2 323:0.10728874889246401 326:0.7614393643566587 361:0.08431894754022312 365:0.06247824419875601 384:0.25 438:0.05038549112835653 549:0.4853106649660409 573:0.03733158898695286 643:0.06621211987300626 854:0.06896551698446274 1029:0.22798859054716233 1078:0.07670100385573492 1079:0.07670100385573492 1080:0.07670100385573492 1081:0.06666667014360428 1082:0.07670100385573492 1083:0.07670100385573492 1084:0.07670100385573492 1085:0.07670100385573492 		không hiểu sao lại nảy ra ý_định này đã dẹp là dẹp hẳn luôn tốn bao công_sức để lấy lại vỉa_hè rồi loanh_quanh sẽ khó mà trở_thành 1 góc nhỏ của singapo 
196 2 121:0.029118638379307088 365:0.06247824419875601 590:0.043444755790975544 787:0.04545454680919647 1022:0.14814814925193787 1046:0.10526315867900848 1081:0.06666667014360428 1086:0.12110684277936794 1087:0.12110684277936794 1088:0.12110684277936794 1089:0.12110684277936794 1090:0.12110684277936794 1091:0.12110684277936794 		bao_nhiêu công_sức tiền_của để đập phá dọn_dẹp lại vỉa_hè giờ mà thêm cái qđ này nữa khác_gì bữa giờ ném_tiền_qua_cửa_sổ 
197 2 78:0.10231319380510993 121:0.029118638379307088 178:0.05000000074505806 181:0.05000000074505806 365:0.06247824419875601 413:0.06817276342973552 517:0.06755217548023991 1092:0.2091845512945472 1093:0.2091845512945472 1094:0.2091845512945472 		vỉa_hè rộng quá thì mở_rộng thêm đường giải_quyết ùn ứ tắc đường 
198 2 49:0.08898279326901264 61:0.16020600152005166 96:0.05599738483637158 128:0.01957621349820366 278:0.07636554581558352 281:0.06855687581300353 294:0.054054055362939835 310:0.6505149978319906 364:0.08941947457864903 1095:0.10004478428365239 1096:0.10004478428365239 1097:0.10004478428365239 1098:0.08695652335882187 1099:0.10004478428365239 1100:0.10004478428365239 		ai bảo_đảm sẽ không tái_diễn cảnh lấn_chiếm lòng lề_đường nữa ? và người đi bộ lại phải xuống lòng_đường tôi không đồng_ý dự_thảo này 
199 2 487:0.18239087515556565 573:0.03733158898695286 1036:0.13333334028720856 1072:0.02985074557363987 1074:0.02985074557363987 1098:0.08695652335882187 1101:0.17700231395261756 		không nên rất khó kiểm_soát tiêu_cực đã cấm là cấm hẵn lề_đường để giao_thông 
200 2 21:0.02575880096955866 49:0.08898279326901264 66:0.12778454882117465 109:0.03647817367219524 116:0.03999999910593033 322:0.08958110202273428 365:0.06247824419875601 412:0.03614829681996146 463:0.18239087515556565 555:0.13467874897263335 779:0.09099574696924809 868:0.13333334028720856 1013:0.095238097012043 1102:0.09204119776927812 1103:0.18408239553855624 1104:0.09204119776927812 1105:0.09204119776927812 1106:0.09204119776927812 		phản_đối sử_dụng vỉa_hè 3m kẻ sơn cho bán hàng rong đã làm thì làm cho tới nơi trước kẻ sơn cho để xe rồi kết_cục thế_nào mọi người đều đã biết
