1 1 1:1.2471545992518625 2:1.2144362394649855 4:2.0043213737826426 5:1.414973347970818 7:2.303196057420489 8:2.303196057420489 10:2.303196057420489 11:2.303196057420489 13:1.6127838567197355 		thật tuyệt_vời vì chủ_quyền đất_nước tôi sẵn_sàng đóng_góp và hy_sinh xương_máu để bảo_vệ 
161 2 21:0.7967933569592355 76:1.3222192947339193 152:2.0043213737826426 337:1.5357159539010243 514:1.7075701760979363 638:2.0043213737826426 848:1.7075701760979363 872:1.2828897662136336 881:1.7075701760979363 893:2.0043213737826426 905:2.303196057420489 906:2.0043213737826426 907:2.303196057420489 908:1.7075701760979363 909:2.303196057420489 910:2.303196057420489 		sinh_viên phần_lớn xa quê và là con_em nông_dân công_nhân không có điều_kiện thế_mà không giảm_giá cho các em í @ @ thấy tội cho các em
162 2 66:1.0616905101048648 101:1.3222192947339193 136:1.1060108048356843 147:1.8303747668713632 548:2.0043213737826426 681:1.7075701760979363 898:1.6127838567197355 911:2.303196057420489 912:2.303196057420489 913:2.303196057420489 914:2.303196057420489 915:2.303196057420489 916:2.303196057420489 917:2.303196057420489 918:2.303196057420489 		những mặt_hàng nông_nghiệp như phân thuốc_trừ_sâu bình ỗn được chứ dân đang nghèo mùa_màng thất_bát tại_sao còn đưa gạo làm bình ỗn
163 2 21:0.7967933569592355 38:1.414973347970818 360:2.0043213737826426 401:2.0043213737826426 438:1.2828897662136336 874:1.4708723014409653 908:1.7075701760979363 919:2.303196057420489 920:2.303196057420489 921:2.303196057420489 922:2.0043213737826426 923:2.303196057420489 		những cái tốt sao hok duy_trì mà_lại hủy_bỏ là sao giảm_giá vé cho sv là việc_làm thiết_thực mà 
164 2 21:0.7967933569592355 122:1.3222192947339193 155:1.8303747668713632 228:1.8303747668713632 254:1.6127838567197355 302:1.6127838567197355 349:1.6127838567197355 359:2.0043213737826426 366:1.6127838567197355 394:1.8303747668713632 438:1.2828897662136336 464:1.8303747668713632 740:1.7075701760979363 771:2.0043213737826426 872:1.2828897662136336 873:1.7075701760979363 874:1.4708723014409653 879:2.0043213737826426 881:1.7075701760979363 883:1.8303747668713632 886:2.0043213737826426 887:1.4708723014409653 898:1.6127838567197355 908:1.7075701760979363 922:2.0043213737826426 924:2.303196057420489 925:2.303196057420489 926:2.303196057420489 927:2.0043213737826426 928:2.303196057420489 929:2.303196057420489 930:2.303196057420489 		sinh_viên không được miễn giá vé tàu ntn là không thỏa_đáng đa_số sv đều ở quê ra tp học_tập đa_phần sv là gđ nông nghèo không giảm_giá tàu_xe cho sv về quê các đợt lễ tết và không được học_phí thì tăng vé tàu_xe không giảm thế sv chúng_tôi sao mà đủ tiền tàu_xe 
165 2 132:1.130333768495006 252:1.7075701760979363 310:1.3222192947339193 625:1.7075701760979363 872:1.2828897662136336 874:1.4708723014409653 880:1.8303747668713632 883:1.8303747668713632 931:2.303196057420489 932:2.303196057420489 		đồng_ý hết nhưng sinh_viên không được miễn_giảm vé tàu là một vấn_đề cần phải xem_xét lại vì_sao 
166 2 15:1.6127838567197355 21:0.7967933569592355 78:0.9700367618305746 128:1.0221729752029969 136:1.1060108048356843 277:1.3659037608181215 281:1.130333768495006 441:1.7075701760979363 447:1.4708723014409653 681:1.7075701760979363 795:2.0043213737826426 873:1.7075701760979363 927:2.0043213737826426 933:2.303196057420489 935:2.303196057420489 936:2.303196057420489 937:2.303196057420489 938:2.303196057420489 939:2.303196057420489 940:2.303196057420489 941:2.303196057420489 942:2.303196057420489 		ơ trước năm 45 là chống pháp đa_phần tuổi đã cao sức đã yếu còn đi đâu nữa mà miễn với không miễn ? tại_sao không miễn giãm cho tất_cả các thời_kỳ ? buồn_cười quá 
167 2 21:0.7967933569592355 38:1.414973347970818 96:1.4708723014409653 281:1.130333768495006 328:1.2828897662136336 342:1.4708723014409653 438:1.2828897662136336 501:2.0043213737826426 581:2.0043213737826426 594:1.4708723014409653 706:1.6127838567197355 791:2.0043213737826426 848:1.7075701760979363 872:1.2828897662136336 881:1.7075701760979363 898:1.6127838567197355 943:2.303196057420489 944:2.303196057420489 945:2.303196057420489 946:2.303196057420489 947:2.303196057420489 		buồn thiết chứ không đội mũ_bảo_hiểm cho những bạn trẻ là tốt nên bắt_buộc sinh_viên xa quê nghèo lắm các bác ạ sao các bác nỡ lòng nào ? 
168 2 5:1.414973347970818 39:1.3222192947339193 49:1.0221729752029969 68:1.414973347970818 113:1.8303747668713632 127:1.4708723014409653 184:1.4708723014409653 251:2.0043213737826426 298:2.0043213737826426 302:1.6127838567197355 312:1.8303747668713632 455:1.5357159539010243 505:1.8303747668713632 558:1.8303747668713632 693:2.0043213737826426 721:2.0043213737826426 726:2.0043213737826426 727:2.0043213737826426 740:1.7075701760979363 872:1.2828897662136336 873:1.7075701760979363 874:1.4708723014409653 875:1.7075701760979363 908:1.7075701760979363 948:2.303196057420489 949:2.303196057420489 950:2.303196057420489 951:2.303196057420489 952:2.303196057420489 953:2.303196057420489 954:2.303196057420489 956:2.303196057420489 957:2.303196057420489 958:2.303196057420489 959:2.303196057420489 960:2.303196057420489 961:2.303196057420489 962:2.303196057420489 963:2.303196057420489 964:2.303196057420489 965:2.303196057420489 966:2.303196057420489 		sinh_viên không được miễn giảm vé tàu_hỏa là chính_sách chưa phù_hợp để phát_triển đất_nước sinh_viên là những người cần được ưu_tiên hỗ_trợ phát_triển nước gần chúng_ta nhất trung quốc sinh_viên được miễn giảm_giá vé tầu vào hai lần là đi_về nghỉ_hè và nghỉ tết đề_nghị tăng_cường an_ninh tại các khu_vực bến_xe bến_tàu phòng_chống trộm_cắp cướp_giật lắp thiết_bị ghi_hình ghi tiếng và báo_động nhanh tại các khu_vực này 
169 2 249:1.8303747668713632 262:1.3222192947339193 342:1.4708723014409653 967:2.0043213737826426 968:2.0043213737826426 969:2.0043213737826426 970:1.8303747668713632 971:2.303196057420489 972:2.303196057420489 		  thay_đổi mã vùng điện_thoại cố_định không khoa_học tí nào
170 2 21:0.7967933569592355 253:1.6127838567197355 277:1.3659037608181215 552:1.7075701760979363 745:1.7075701760979363 970:1.8303747668713632 973:2.303196057420489 974:2.303196057420489 975:2.303196057420489 976:2.303196057420489 977:2.303196057420489 		mệt nhất_là chuyện đổi số điện_thoại mới_đầu năm đã hao_tài_tốn_của cho việc in_ấn giấy_tờ rồi 
171 2 21:0.7967933569592355 76:1.3222192947339193 211:1.0831839733021977 253:1.6127838567197355 269:1.6127838567197355 275:2.0043213737826426 276:1.8303747668713632 342:1.4708723014409653 635:2.0043213737826426 745:1.7075701760979363 978:2.303196057420489 		tôi thấy đổi số đt và cho mang thai hộ là không hay chút nào 
172 2 42:1.414973347970818 76:1.3222192947339193 249:1.8303747668713632 328:1.2828897662136336 342:1.4708723014409653 967:2.0043213737826426 968:2.0043213737826426 969:2.0043213737826426 970:1.8303747668713632 979:2.303196057420489 980:2.303196057420489 981:2.303196057420489 982:2.303196057420489 983:2.303196057420489 		mã vùng điện_thoại thay_đổi kiểu gì mà đọc vào chả thấy khoa_học không biết_mấy bác phân_chia mã theo quy_luật nào nữa
173 2 123:2.0043213737826426 129:1.8303747668713632 131:1.4708723014409653 199:1.5357159539010243 254:1.6127838567197355 337:1.5357159539010243 447:1.4708723014409653 593:2.0043213737826426 887:1.4708723014409653 984:2.303196057420489 985:2.303196057420489 986:2.303196057420489 987:2.303196057420489 		xong tăng lương thì tiền đâu em mua rau thịt ăn đây lại mỳ tôm qua_ngày vậy
174 2 706:1.6127838567197355 711:1.6127838567197355 		khổ lắm
175 2 350:2.0043213737826426 988:2.303196057420489 989:2.303196057420489 		vô_cùng ngang_ngược và trơ_tráo 
176 2 4:2.0043213737826426 21:0.7967933569592355 43:1.6127838567197355 91:1.2144362394649855 112:1.3222192947339193 197:1.3659037608181215 235:2.0043213737826426 277:1.3659037608181215 374:2.0043213737826426 423:1.5357159539010243 551:1.7075701760979363 552:1.7075701760979363 563:1.8303747668713632 585:1.8303747668713632 588:2.0043213737826426 636:1.7075701760979363 990:2.303196057420489 991:2.303196057420489 992:2.303196057420489 993:2.303196057420489 994:2.303196057420489 995:2.303196057420489 996:2.303196057420489 		vô_lý nhất_là mình có nhà hợp_pháp chủ_quyền tên của mình mà phải tạm_trú trong nhà mình 2 năm mới được nhập hộ_khẩu thời_gian đó thì biết_bao_nhiêu rắc_rối cho con_cháu xin việc học_hành quyền_lợi bị hạn_chế 
177 2 78:0.9700367618305746 128:1.0221729752029969 594:1.4708723014409653 		buồn quá đi 
178 2 78:0.9700367618305746 96:1.4708723014409653 199:1.5357159539010243 887:1.4708723014409653 997:2.303196057420489 998:2.0043213737826426 999:2.303196057420489 1000:2.303196057420489 1001:2.0043213737826426 		lương thấp quá xăng thì cứ tăng vù_vù nãn lòng công_chức 
179 2 21:0.7967933569592355 121:1.4708723014409653 220:1.3222192947339193 278:1.2471545992518625 281:1.130333768495006 543:1.6127838567197355 643:1.5357159539010243 711:1.6127838567197355 852:2.0043213737826426 887:1.4708723014409653 998:2.0043213737826426 1002:2.303196057420489 1003:2.303196057420489 1004:2.303196057420489 1005:2.303196057420489 1006:2.303196057420489 1007:2.303196057420489 		trời_ơi tăng cái nọ lại tăng thêm 1 loạt các thứ khác ? xăng tăng điện tăng kêu lỗ cái khổ của người_dân thì ai kêu cho đây 
180 2 76:1.3222192947339193 199:1.5357159539010243 404:1.7075701760979363 430:1.7075701760979363 594:1.4708723014409653 613:2.0043213737826426 651:1.7075701760979363 887:1.4708723014409653 1001:2.0043213737826426 1009:2.303196057420489 1011:2.303196057420489 1012:2.303196057420489 1013:2.0043213737826426 1014:2.303196057420489 		nghe lương tăng mà thấy buồn bởi chẳng thấm_tháp gì so với chi_tiêu tối thiếu hàng tháng của các gia_đình công_chức 
181 2 66:1.0616905101048648 199:1.5357159539010243 254:1.6127838567197355 412:1.7075701760979363 416:1.5357159539010243 464:1.8303747668713632 542:1.8303747668713632 558:1.8303747668713632 1015:2.303196057420489 1016:2.303196057420489 1017:2.303196057420489 1018:2.303196057420489 1019:2.303196057420489 		lương và giá_cả thị_trường làm thế_nào để đủ tiền nuôi hai đứa con mà không phải vay nợ 
182 2 199:1.5357159539010243 329:1.6127838567197355 457:1.8303747668713632 887:1.4708723014409653 		lương ơi đừng tăng nữa 
183 2 281:1.130333768495006 365:1.2144362394649855 551:1.7075701760979363 585:1.8303747668713632 589:1.7075701760979363 643:1.5357159539010243 906:2.0043213737826426 1020:2.303196057420489 1021:2.303196057420489 1022:2.0043213737826426 1023:2.303196057420489 1024:2.303196057420489 1025:2.303196057420489 1026:2.303196057420489 1027:2.303196057420489 1028:2.0043213737826426 		vô_lý hình_ảnh rạp công_nhân sau khi đập 2 bậc thềm nhưng thay vào đó là 1 dãy xe_máy đậu trên vỉa_hè ? vậy mục_đích của việc đập 2 bậc thềm là gì ?
184 2 211:1.0831839733021977 261:1.6127838567197355 365:1.2144362394649855 543:1.6127838567197355 672:1.5357159539010243 779:1.4708723014409653 1029:1.8303747668713632 		tôi phản_đối lấy vỉa_hè kinh_doanh hay làm_việc khác
185 2 91:1.2144362394649855 361:1.6127838567197355 447:1.4708723014409653 590:1.3659037608181215 655:2.0043213737826426 698:1.8303747668713632 1030:2.303196057420489 1031:2.303196057420489 1032:2.303196057420489 1033:2.303196057420489 		ôi không được đâu mới khó_khăn mới dẹp được giờ mà bày ra là tùm_lum liền hà 
186 2 1:1.2471545992518625 486:1.6127838567197355 487:1.8303747668713632 549:1.4708723014409653 573:1.4708723014409653 779:1.4708723014409653 1034:2.303196057420489 1035:2.303196057420489 1036:2.0043213737826426 1037:2.303196057420489 		quyết_định thật khó hiểu tôi phản_đối việc này vi_phạm luật giao_thông đường_bộ đã cấm là cấm 
187 2 21:0.7967933569592355 45:0.9246621112797515 66:1.0616905101048648 136:1.1060108048356843 262:1.3222192947339193 281:1.130333768495006 292:2.0043213737826426 365:1.2144362394649855 431:2.0043213737826426 438:1.2828897662136336 546:2.0043213737826426 555:1.3659037608181215 567:1.414973347970818 651:1.7075701760979363 672:1.5357159539010243 748:2.0043213737826426 786:2.0043213737826426 1038:2.303196057420489 1039:2.303196057420489 1040:2.0043213737826426 1041:2.303196057420489 1042:2.303196057420489 1043:2.0043213737826426 		  nếu cho kinh_doanh vỉa_hè rồi lại lộn_xộn thôi văn_hoá vỉa_hè sẽ tồn_tại mãi thế_này sao ? tận_dụng làm chỗ đỗ xe thì còn có_lý vì chỗ để xe hiện_nay rất thiếu còn cho thuê kinh_doanh là tôi không ủng_hộ 
188 2 91:1.2144362394649855 550:1.6127838567197355 861:2.0043213737826426 1040:2.0043213737826426 1044:2.0043213737826426 1045:2.303196057420489 		lại bát_nháo thế_này bao_giờ mới khá nổi 
189 2 21:0.7967933569592355 136:1.1060108048356843 365:1.2144362394649855 544:2.0043213737826426 1029:1.8303747668713632 1043:2.0043213737826426 1046:2.0043213737826426 1047:2.303196057420489 1048:2.303196057420489 1049:2.303196057420489 1050:2.303196057420489 1051:2.303196057420489 1052:2.303196057420489 		đã dọn_dẹp vỉa_hè để lấy lại không_gian đi_lại cho rộng_rãi vậy_mà còn đề suất cho thuê gì nữa vậy trời 
190 2 21:0.7967933569592355 49:1.0221729752029969 128:1.0221729752029969 278:1.2471545992518625 310:1.3222192947339193 361:1.6127838567197355 364:1.7075701760979363 672:1.5357159539010243 1053:2.303196057420489 1054:2.303196057420489 		cho kinh_doanh rồi ai quản_lý nỗi nếu người kinh_doanh lấn_chiếm dẹp đi không đồng_ý
191 2 21:0.7967933569592355 109:1.8303747668713632 361:1.6127838567197355 457:1.8303747668713632 554:2.0043213737826426 718:1.8303747668713632 1055:2.303196057420489 1056:2.303196057420489 		dẹp rồi lại cho bán trở_lại bó_tay vậy_thì đừng có dẹp làm_gì 
192 2 21:0.7967933569592355 67:1.4708723014409653 91:1.2144362394649855 157:2.0043213737826426 268:2.0043213737826426 322:1.5357159539010243 365:1.2144362394649855 672:1.5357159539010243 758:2.0043213737826426 1057:2.303196057420489 1058:2.0043213737826426 		không biết nói_gì hơn mới được mấy ngày mà đã có đề_xuất mới dứt_khoát không cho kinh_doanh vỉa_hè 
193 2 683:1.8303747668713632 		cạn_lời
194 2 15:1.6127838567197355 21:0.7967933569592355 49:1.0221729752029969 66:1.0616905101048648 76:1.3222192947339193 78:0.9700367618305746 94:2.0043213737826426 96:1.4708723014409653 121:1.4708723014409653 128:1.0221729752029969 136:1.1060108048356843 190:1.3222192947339193 220:1.3222192947339193 253:1.6127838567197355 261:1.6127838567197355 276:1.8303747668713632 277:1.3659037608181215 341:1.8303747668713632 365:1.2144362394649855 367:2.0043213737826426 382:2.0043213737826426 438:1.2828897662136336 442:2.0043213737826426 463:1.8303747668713632 625:1.7075701760979363 672:1.5357159539010243 725:1.7075701760979363 779:1.4708723014409653 890:2.0043213737826426 1028:2.0043213737826426 1044:2.0043213737826426 1058:2.0043213737826426 1059:2.303196057420489 1060:2.303196057420489 1061:2.303196057420489 1062:2.303196057420489 1063:2.303196057420489 1064:2.303196057420489 1065:2.303196057420489 1066:2.303196057420489 1067:2.303196057420489 1068:2.303196057420489 1069:2.303196057420489 1070:2.303196057420489 1071:2.303196057420489 1072:2.0043213737826426 1073:2.303196057420489 1074:2.0043213737826426 1075:2.303196057420489 1076:2.303196057420489 1077:2.303196057420489 		phản_đối đề_xuất kinh_doanh trên vỉa_hè khi ý_thức người_dân còn quá kém kèm theo lòng tham tâm_lý số đông khi sử_dụng hộ này chật quá để thêm vật_dụng ra ngoài nghĩ cũng không sao người này thấy người kia để được cũng làm theo người người_làm theo cán_bộ đi kiểm_tra rất mỏng còn rất nhiều vấn_đề phát_sinh vỉa_hè phải dùng đúng mục_đích cho làm_việc này việc kia sẽ sinh_ra tiêu_cực mỹ_quan đô_thị và tất_cả sẽ mất kiểm_soát bát_nháo cho_đến vài chục năm sau 
195 2 323:1.8303747668713632 326:1.5357159539010243 361:1.6127838567197355 365:1.2144362394649855 384:2.0043213737826426 438:1.2828897662136336 549:1.4708723014409653 573:1.4708723014409653 643:1.5357159539010243 854:2.0043213737826426 1029:1.8303747668713632 1078:2.303196057420489 1079:2.303196057420489 1080:2.303196057420489 1081:2.0043213737826426 1082:2.303196057420489 1083:2.303196057420489 1084:2.303196057420489 1085:2.303196057420489 		không hiểu sao lại nảy ra ý_định này đã dẹp là dẹp hẳn luôn tốn bao công_sức để lấy lại vỉa_hè rồi loanh_quanh sẽ khó mà trở_thành 1 góc nhỏ của singapo 
196 2 121:1.4708723014409653 365:1.2144362394649855 590:1.3659037608181215 787:2.0043213737826426 1022:2.0043213737826426 1046:2.0043213737826426 1081:2.0043213737826426 1086:2.303196057420489 1087:2.303196057420489 1088:2.303196057420489 1089:2.303196057420489 1090:2.303196057420489 1091:2.303196057420489 		bao_nhiêu công_sức tiền_của để đập phá dọn_dẹp lại vỉa_hè giờ mà thêm cái qđ này nữa khác_gì bữa giờ ném_tiền_qua_cửa_sổ 
197 2 78:0.9700367618305746 121:1.4708723014409653 178:2.0043213737826426 181:2.0043213737826426 365:1.2144362394649855 413:1.6127838567197355 517:1.8303747668713632 1092:2.303196057420489 1093:2.303196057420489 1094:2.303196057420489 		vỉa_hè rộng quá thì mở_rộng thêm đường giải_quyết ùn ứ tắc đường 
198 2 49:1.0221729752029969 61:1.6127838567197355 96:1.4708723014409653 128:1.0221729752029969 278:1.2471545992518625 281:1.130333768495006 294:2.0043213737826426 310:1.3222192947339193 364:1.7075701760979363 1095:2.303196057420489 1096:2.303196057420489 1097:2.303196057420489 1098:2.0043213737826426 1099:2.303196057420489 1100:2.303196057420489 		ai bảo_đảm sẽ không tái_diễn cảnh lấn_chiếm lòng lề_đường nữa ? và người đi bộ lại phải xuống lòng_đường tôi không đồng_ý dự_thảo này 
199 2 487:1.8303747668713632 573:1.4708723014409653 1036:2.0043213737826426 1072:2.0043213737826426 1074:2.0043213737826426 1098:2.0043213737826426 1101:2.303196057420489 		không nên rất khó kiểm_soát tiêu_cực đã cấm là cấm hẵn lề_đường để giao_thông 
200 2 21:0.7967933569592355 49:1.0221729752029969 66:1.0616905101048648 109:1.8303747668713632 116:2.0043213737826426 322:1.5357159539010243 365:1.2144362394649855 412:1.7075701760979363 463:1.8303747668713632 555:1.3659037608181215 779:1.4708723014409653 868:2.0043213737826426 1013:2.0043213737826426 1102:2.303196057420489 1103:2.303196057420489 1104:2.303196057420489 1105:2.303196057420489 1106:2.303196057420489 		phản_đối sử_dụng vỉa_hè 3m kẻ sơn cho bán hàng rong đã làm thì làm cho tới nơi trước kẻ sơn cho để xe rồi kết_cục thế_nào mọi người đều đã biết
