1 1 1:0.09398836758205759 2:0.09131435962725405 4:0.1538461595773697 5:0.10753385082687394 7:0.17700231395261756 8:0.17700231395261756 10:0.17700231395261756 11:0.17700231395261756 13:0.12323538853918059 		thật tuyệt_vời vì chủ_quyền đất_nước tôi sẵn_sàng đóng_góp và hy_sinh xương_máu để bảo_vệ 
160 2 122:0.1858614362606506 310:0.1858614362606506 874:0.2079902880847428 875:0.2427100114694138 		chuyện về vé tàu_hỏa là không đồng_ý
161 2 21:0.06869013412758829 76:0.061953810471312064 152:0.095238097012043 337:0.14503607210277564 514:0.08090333504675243 638:0.095238097012043 848:0.08090333504675243 872:0.05998272999174164 881:0.08090333504675243 893:0.095238097012043 905:0.10957285897733357 906:0.095238097012043 907:0.10957285897733357 908:0.08090333504675243 909:0.10957285897733357 910:0.21914571795466714 		sinh_viên phần_lớn xa quê và là con_em nông_dân công_nhân không có điều_kiện thế_mà không giảm_giá cho các em í @ @ thấy tội cho các em
162 2 66:0.05111382029012512 101:0.06505150075254194 136:0.053529054097754915 147:0.09119543757778283 548:0.10000000149011612 681:0.08494850148263224 898:0.08010300076002583 911:0.1150515014976 912:0.1150515014976 913:0.1150515014976 914:0.2301030029952 915:0.2301030029952 916:0.1150515014976 917:0.1150515014976 918:0.1150515014976 		những mặt_hàng nông_nghiệp như phân thuốc_trừ_sâu bình ỗn được chứ dân đang nghèo mùa_màng thất_bát tại_sao còn đưa gạo làm bình ỗn
163 2 21:0.045077899681588506 38:0.08737125054200236 360:0.125 401:0.125 438:0.15745466329550015 874:0.09099574696924809 908:0.10618562527100117 919:0.14381437472899883 920:0.14381437472899883 921:0.14381437472899883 922:0.125 923:0.14381437472899883 		những cái tốt sao hok duy_trì mà_lại hủy_bỏ là sao giảm_giá vé cho sv là việc_làm thiết_thực mà 
164 2 21:0.01759137483016815 122:0.03173243773650822 155:0.0444855769861318 228:0.0444855769861318 254:0.0390746324791848 302:0.0390746324791848 349:0.0390746324791848 359:0.04878048598766327 366:0.0390746324791848 394:0.0444855769861318 438:0.030722859986313533 464:0.0444855769861318 740:0.041438291244986686 771:0.04878048598766327 872:0.030722859986313533 873:0.041438291244986686 874:0.07102106815952573 879:0.04878048598766327 881:0.08287658248997337 883:0.0444855769861318 886:0.04878048598766327 887:0.035510534079762866 898:0.0390746324791848 908:0.041438291244986686 922:0.19512194395065308 924:0.05612268073033985 925:0.05612268073033985 926:0.05612268073033985 927:0.04878048598766327 928:0.05612268073033985 929:0.05612268073033985 930:0.16836804219101956 		sinh_viên không được miễn giá vé tàu ntn là không thỏa_đáng đa_số sv đều ở quê ra tp học_tập đa_phần sv là gđ nông nghèo không giảm_giá tàu_xe cho sv về quê các đợt lễ tết và không được học_phí thì tăng vé tàu_xe không giảm thế sv chúng_tôi sao mà đủ tiền tàu_xe 
165 2 132:0.0645241186526097 252:0.09993941239206913 310:0.07653117650062916 625:0.09993941239206913 872:0.07409631241508917 874:0.08564305629010227 880:0.10728874889246401 883:0.10728874889246401 931:0.13535470613152858 932:0.13535470613152858 		đồng_ý hết nhưng sinh_viên không được miễn_giảm vé tàu là một vấn_đề cần phải xem_xét lại vì_sao 
166 2 15:0.053402002496063396 21:0.024041547750711562 78:0.030693959513659823 128:0.03262702492790876 136:0.03568603739457836 277:0.04489291799660255 281:0.07312733801442478 441:0.05663233643147365 447:0.048531067581357924 681:0.05663233643147365 795:0.06666667014360428 873:0.16989700296526447 927:0.06666667014360428 933:0.07670100385573492 935:0.07670100385573492 936:0.07670100385573492 937:0.07670100385573492 938:0.07670100385573492 939:0.07670100385573492 940:0.07670100385573492 941:0.07670100385573492 942:0.07670100385573492 		ơ trước năm 45 là chống pháp đa_phần tuổi đã cao sức đã yếu còn đi đâu nữa mà miễn với không miễn ? tại_sao không miễn giãm cho tất_cả các thời_kỳ ? buồn_cười quá 
167 2 21:0.026712829639967427 38:0.05177555626250009 96:0.053923406013166954 281:0.040626297080765664 328:0.09330646783326152 342:0.053923406013166954 438:0.04665323391663076 501:0.07407407462596893 581:0.07407407462596893 594:0.053923406013166954 706:0.05933555567645331 791:0.07407407462596893 848:0.0629248154442345 872:0.04665323391663076 881:0.0629248154442345 898:0.05933555567645331 943:0.08522333380770336 944:0.08522333380770336 945:0.08522333380770336 946:0.08522333380770336 947:0.08522333380770336 		buồn thiết chứ không đội mũ_bảo_hiểm cho những bạn trẻ là tốt nên bắt_buộc sinh_viên xa quê nghèo lắm các bác ạ sao các bác nỡ lòng nào ? 
168 2 5:0.025887778131250046 39:0.024093148247359447 49:0.018126124149648426 68:0.025887778131250046 113:0.033776087740119955 127:0.026961703006583477 184:0.026961703006583477 251:0.03703703731298447 298:0.03703703731298447 302:0.029667777838226654 312:0.033776087740119955 455:0.05640291629850549 505:0.033776087740119955 558:0.033776087740119955 693:0.03703703731298447 721:0.03703703731298447 726:0.03703703731298447 727:0.03703703731298447 740:0.03146240772211725 872:0.06997985087494614 873:0.0629248154442345 874:0.053923406013166954 875:0.03146240772211725 908:0.03146240772211725 948:0.04261166690385168 949:0.04261166690385168 950:0.04261166690385168 951:0.04261166690385168 952:0.04261166690385168 953:0.04261166690385168 954:0.04261166690385168 956:0.08522333380770336 957:0.04261166690385168 958:0.04261166690385168 959:0.04261166690385168 960:0.04261166690385168 961:0.04261166690385168 962:0.04261166690385168 963:0.04261166690385168 964:0.04261166690385168 965:0.04261166690385168 966:0.04261166690385168 		sinh_viên không được miễn giảm vé tàu_hỏa là chính_sách chưa phù_hợp để phát_triển đất_nước sinh_viên là những người cần được ưu_tiên hỗ_trợ phát_triển nước gần chúng_ta nhất trung quốc sinh_viên được miễn giảm_giá vé tầu vào hai lần là đi_về nghỉ_hè và nghỉ tết đề_nghị tăng_cường an_ninh tại các khu_vực bến_xe bến_tàu phòng_chống trộm_cắp cướp_giật lắp thiết_bị ghi_hình ghi tiếng và báo_động nhanh tại các khu_vực này 
169 2 249:0.18239087515556565 262:0.1301030015050839 342:0.1455931973203046 967:0.20000000298023224 968:0.20000000298023224 969:0.20000000298023224 970:0.18239087515556565 971:0.2301030029952 972:0.2301030029952 		  thay_đổi mã vùng điện_thoại cố_định không khoa_học tí nào
170 2 21:0.048083095501423125 253:0.10680400499212679 277:0.0897858359932051 552:0.1132646728629473 745:0.1132646728629473 970:0.12159392130010342 973:0.15340200771146983 974:0.15340200771146983 975:0.15340200771146983 976:0.15340200771146983 977:0.15340200771146983 		mệt nhất_là chuyện đổi số điện_thoại mới_đầu năm đã hao_tài_tốn_của cho việc in_ấn giấy_tờ rồi 
171 2 21:0.048083095501423125 76:0.08673533756786554 211:0.06971716856894383 253:0.10680400499212679 269:0.10680400499212679 275:0.13333334028720856 276:0.12159392130010342 342:0.09706213516271585 635:0.13333334028720856 745:0.1132646728629473 978:0.15340200771146983 		tôi thấy đổi số đt và cho mang thai hộ là không hay chút nào 
172 2 42:0.06989700147514835 76:0.06505150075254194 249:0.09119543757778283 328:0.06298186625670299 342:0.0727965986601523 967:0.10000000149011612 968:0.20000000298023224 969:0.10000000149011612 970:0.09119543757778283 979:0.1150515014976 980:0.1150515014976 981:0.1150515014976 982:0.1150515014976 983:0.1150515014976 		mã vùng điện_thoại thay_đổi kiểu gì mà đọc vào chả thấy khoa_học không biết_mấy bác phân_chia mã theo quy_luật nào nữa
173 2 123:0.11764705926179886 129:0.10728874889246401 131:0.08564305629010227 199:0.08958110202273428 254:0.09423882337035887 337:0.08958110202273428 447:0.08564305629010227 593:0.11764705926179886 887:0.08564305629010227 984:0.13535470613152858 985:0.13535470613152858 986:0.13535470613152858 987:0.13535470613152858 		xong tăng lương thì tiền đâu em mua rau thịt ăn đây lại mỳ tôm qua_ngày vậy
174 2 706:0.8010299956639811 711:0.8010299956639811 		khổ lắm
175 2 350:0.5 988:0.5752574989159953 989:0.5752574989159953 		vô_cùng ngang_ngược và trơ_tráo 
176 2 4:0.0625 21:0.022538949840794253 43:0.05006437472899882 91:0.037096457216621234 112:0.12197156209349824 197:0.042087108426801134 235:0.0625 277:0.042087108426801134 374:0.0625 423:0.09517992054458234 551:0.053092812635500586 552:0.053092812635500586 563:0.056997147636790584 585:0.056997147636790584 588:0.0625 636:0.053092812635500586 990:0.07190718736449941 991:0.07190718736449941 992:0.07190718736449941 993:0.07190718736449941 994:0.07190718736449941 995:0.07190718736449941 996:0.07190718736449941 		vô_lý nhất_là mình có nhà hợp_pháp chủ_quyền tên của mình mà phải tạm_trú trong nhà mình 2 năm mới được nhập hộ_khẩu thời_gian đó thì biết_bao_nhiêu rắc_rối cho con_cháu xin việc học_hành quyền_lợi bị hạn_chế 
177 2 78:0.306939588275964 128:0.32627024198637966 594:0.4853106649660409 		buồn quá đi 
178 2 78:0.08371079680253564 96:0.13235745408164754 199:0.1384435249180582 887:0.13235745408164754 997:0.2091845512945472 998:0.1818181872367859 999:0.2091845512945472 1000:0.2091845512945472 1001:0.1818181872367859 		lương thấp quá xăng thì cứ tăng vù_vù nãn lòng công_chức 
179 2 21:0.03135853949302944 121:0.06330139037507893 220:0.05656652260424145 278:0.05312385894817576 281:0.04769174058433033 543:0.06965478352907195 643:0.06621211987300626 711:0.06965478352907195 852:0.08695652335882187 887:0.2532055615003157 998:0.08695652335882187 1002:0.10004478428365239 1003:0.10004478428365239 1004:0.10004478428365239 1005:0.10004478428365239 1006:0.20008956856730478 1007:0.10004478428365239 		trời_ơi tăng cái nọ lại tăng thêm 1 loạt các thứ khác ? xăng tăng điện tăng kêu lỗ cái khổ của người_dân thì ai kêu cho đây 
180 2 76:0.061953810471312064 199:0.07251803605138782 404:0.08090333504675243 430:0.08090333504675243 594:0.06933009422032453 613:0.095238097012043 651:0.08090333504675243 887:0.06933009422032453 1001:0.095238097012043 1009:0.10957285897733357 1011:0.10957285897733357 1012:0.10957285897733357 1013:0.095238097012043 1014:0.10957285897733357 		nghe lương tăng mà thấy buồn bởi chẳng thấm_tháp gì so với chi_tiêu tối thiếu hàng tháng của các gia_đình công_chức 
181 2 66:0.05679313323255277 199:0.08460437444775823 254:0.08900333351467997 412:0.09438722316635176 416:0.08460437444775823 464:0.10132826322035987 542:0.10132826322035987 558:0.10132826322035987 1015:0.12783500071155504 1016:0.12783500071155504 1017:0.12783500071155504 1018:0.12783500071155504 1019:0.12783500071155504 		lương và giá_cả thị_trường làm thế_nào để đủ tiền nuôi hai đứa con mà không phải vay nợ 
182 2 199:0.30457575028119577 329:0.3204120030401033 457:0.3647817503111313 887:0.2911863946406092 		lương ơi đừng tăng nữa 
183 2 281:0.08125259416153133 365:0.04396617184356904 551:0.0629248154442345 585:0.13510435096047982 589:0.0629248154442345 643:0.05640291629850549 906:0.07407407462596893 1020:0.08522333380770336 1021:0.08522333380770336 1022:0.14814814925193787 1023:0.17044666761540672 1024:0.17044666761540672 1025:0.08522333380770336 1026:0.08522333380770336 1027:0.08522333380770336 1028:0.07407407462596893 		vô_lý hình_ảnh rạp công_nhân sau khi đập 2 bậc thềm nhưng thay vào đó là 1 dãy xe_máy đậu trên vỉa_hè ? vậy mục_đích của việc đập 2 bậc thềm là gì ?
184 2 211:0.13071968424920688 261:0.20025749891599529 365:0.14838582886648494 543:0.20025749891599529 672:0.19035984108916468 779:0.18199149393849617 1029:0.22798859054716233 		tôi phản_đối lấy vỉa_hè kinh_doanh hay làm_việc khác
185 2 91:0.15827822571243624 361:0.10680400499212679 447:0.09706213516271585 590:0.0897858359932051 655:0.13333334028720856 698:0.12159392130010342 1030:0.15340200771146983 1031:0.15340200771146983 1032:0.15340200771146983 1033:0.15340200771146983 		ôi không được đâu mới khó_khăn mới dẹp được giờ mà bày ra là tùm_lum liền hà 
186 2 1:0.08145658645158091 486:0.10680400499212679 487:0.24318784260020684 549:0.09706213516271585 573:0.09706213516271585 779:0.09706213516271585 1034:0.15340200771146983 1035:0.15340200771146983 1036:0.13333334028720856 1037:0.15340200771146983 		quyết_định thật khó hiểu tôi phản_đối việc này vi_phạm luật giao_thông đường_bộ đã cấm là cấm 
187 2 21:0.04242625868189814 45:0.02557841845578476 66:0.030066952775813928 136:0.06297535705826014 262:0.03826558825031458 281:0.03226205932630485 292:0.11764705926179886 365:0.06982862560906598 431:0.05882352963089943 438:0.037048156207544584 546:0.05882352963089943 555:0.07922279262793004 567:0.04111588276116971 651:0.049969706196034566 672:0.08958110202273428 748:0.05882352963089943 786:0.05882352963089943 1038:0.06767735306576429 1039:0.06767735306576429 1040:0.05882352963089943 1041:0.06767735306576429 1042:0.06767735306576429 1043:0.05882352963089943 		  nếu cho kinh_doanh vỉa_hè rồi lại lộn_xộn thôi văn_hoá vỉa_hè sẽ tồn_tại mãi thế_này sao ? tận_dụng làm chỗ đỗ xe thì còn có_lý vì chỗ để xe hiện_nay rất thiếu còn cho thuê kinh_doanh là tôi không ủng_hộ 
188 2 91:0.16958381199982675 550:0.2288657232779464 861:0.2857142984867096 1040:0.2857142984867096 1044:0.2857142984867096 1045:0.3287185855040054 		lại bát_nháo thế_này bao_giờ mới khá nổi 
189 2 21:0.07592067371359162 136:0.056346372314665674 365:0.06247824419875601 544:0.10526315867900848 1029:0.09599519673507777 1043:0.10526315867900848 1046:0.10526315867900848 1047:0.12110684277936794 1048:0.12110684277936794 1049:0.12110684277936794 1050:0.12110684277936794 1051:0.12110684277936794 1052:0.12110684277936794 		đã dọn_dẹp vỉa_hè để lấy lại không_gian đi_lại cho rộng_rãi vậy_mà còn đề suất cho thuê gì nữa vậy trời 
190 2 21:0.055480493982610624 49:0.07529313332706515 128:0.07529313332706515 278:0.09398836758205759 310:0.10007923416393273 361:0.12323538853918059 364:0.13069000520212182 672:0.23428904391461092 1053:0.17700231395261756 1054:0.17700231395261756 		cho kinh_doanh rồi ai quản_lý nỗi nếu người kinh_doanh lấn_chiếm dẹp đi không đồng_ý
191 2 21:0.06556785603638488 109:0.1658098889758195 361:0.29128364346783103 457:0.1658098889758195 554:0.1818181872367859 718:0.1658098889758195 1055:0.2091845512945472 1056:0.2091845512945472 		dẹp rồi lại cho bán trở_lại bó_tay vậy_thì đừng có dẹp làm_gì 
192 2 21:0.045077899681588506 67:0.09099574696924809 91:0.14838582886648494 157:0.125 268:0.125 322:0.09517992054458234 365:0.07419291443324247 672:0.09517992054458234 758:0.125 1057:0.14381437472899883 1058:0.125 		không biết nói_gì hơn mới được mấy ngày mà đã có đề_xuất mới dứt_khoát không cho kinh_doanh vỉa_hè 
193 2 683:1.8239087243772987 		cạn_lời
194 2 15:0.02391134259741935 21:0.010764871315113281 49:0.043827344523465865 66:0.015257856220412988 76:0.019418357692119644 78:0.027487125849130545 94:0.02985074557363987 96:0.021730327128498688 121:0.021730327128498688 128:0.014609114537292456 136:0.031957643017187745 190:0.019418357692119644 220:0.019418357692119644 253:0.02391134259741935 261:0.02391134259741935 276:0.027222517640464395 277:0.020101305049258163 341:0.027222517640464395 365:0.035435420993816864 367:0.02985074557363987 382:0.02985074557363987 438:0.01880055637366843 442:0.02985074557363987 463:0.027222517640464395 625:0.02535776066834016 672:0.022729532735164686 725:0.02535776066834016 779:0.021730327128498688 890:0.05970149114727974 1028:0.02985074557363987 1044:0.02985074557363987 1058:0.02985074557363987 1059:0.03434373047893958 1060:0.03434373047893958 1061:0.03434373047893958 1062:0.03434373047893958 1063:0.03434373047893958 1064:0.03434373047893958 1065:0.03434373047893958 1066:0.03434373047893958 1067:0.03434373047893958 1068:0.03434373047893958 1069:0.03434373047893958 1070:0.03434373047893958 1071:0.03434373047893958 1072:0.02985074557363987 1073:0.03434373047893958 1074:0.02985074557363987 1075:0.03434373047893958 1076:0.03434373047893958 1077:0.03434373047893958 		phản_đối đề_xuất kinh_doanh trên vỉa_hè khi ý_thức người_dân còn quá kém kèm theo lòng tham tâm_lý số đông khi sử_dụng hộ này chật quá để thêm vật_dụng ra ngoài nghĩ cũng không sao người này thấy người kia để được cũng làm theo người người_làm theo cán_bộ đi kiểm_tra rất mỏng còn rất nhiều vấn_đề phát_sinh vỉa_hè phải dùng đúng mục_đích cho làm_việc này việc kia sẽ sinh_ra tiêu_cực mỹ_quan đô_thị và tất_cả sẽ mất kiểm_soát bát_nháo cho_đến vài chục năm sau 
195 2 323:0.06079696065005171 326:0.05076262693792108 361:0.10680400499212679 365:0.03956955642810906 384:0.06666667014360428 438:0.04198791240197353 549:0.048531067581357924 573:0.048531067581357924 643:0.05076262693792108 854:0.06666667014360428 1029:0.06079696065005171 1078:0.07670100385573492 1079:0.07670100385573492 1080:0.07670100385573492 1081:0.06666667014360428 1082:0.07670100385573492 1083:0.07670100385573492 1084:0.07670100385573492 1085:0.07670100385573492 		không hiểu sao lại nảy ra ý_định này đã dẹp là dẹp hẳn luôn tốn bao công_sức để lấy lại vỉa_hè rồi loanh_quanh sẽ khó mà trở_thành 1 góc nhỏ của singapo 
196 2 121:0.07662799801871094 365:0.06247824419875601 590:0.14176710312547208 787:0.10526315867900848 1022:0.10526315867900848 1046:0.10526315867900848 1081:0.10526315867900848 1086:0.12110684277936794 1087:0.12110684277936794 1088:0.12110684277936794 1089:0.12110684277936794 1090:0.12110684277936794 1091:0.12110684277936794 		bao_nhiêu công_sức tiền_của để đập phá dọn_dẹp lại vỉa_hè giờ mà thêm cái qđ này nữa khác_gì bữa giờ ném_tiền_qua_cửa_sổ 
197 2 78:0.08371079680253564 121:0.13235745408164754 178:0.1818181872367859 181:0.1818181872367859 365:0.1079169696645289 413:0.29128364346783103 517:0.1658098889758195 1092:0.2091845512945472 1093:0.2091845512945472 1094:0.2091845512945472 		vỉa_hè rộng quá thì mở_rộng thêm đường giải_quyết ùn ứ tắc đường 
198 2 49:0.04255698760956857 61:0.06965478352907195 96:0.06330139037507893 128:0.04255698760956857 278:0.05312385894817576 281:0.04769174058433033 294:0.08695652335882187 310:0.05656652260424145 364:0.07386826243399135 1095:0.10004478428365239 1096:0.10004478428365239 1097:0.10004478428365239 1098:0.08695652335882187 1099:0.10004478428365239 1100:0.10004478428365239 		ai bảo_đảm sẽ không tái_diễn cảnh lấn_chiếm lòng lề_đường nữa ? và người đi bộ lại phải xuống lòng_đường tôi không đồng_ý dự_thảo này 
199 2 487:0.28060135266510666 573:0.11199476967274316 1036:0.1538461595773697 1072:0.1538461595773697 1074:0.1538461595773697 1098:0.1538461595773697 1101:0.17700231395261756 		không nên rất khó kiểm_soát tiêu_cực đã cấm là cấm hẵn lề_đường để giao_thông 
200 2 21:0.08654956545411635 49:0.03915242699640732 66:0.08178210941757914 109:0.07295634734439048 116:0.1599999964237213 322:0.06091514778697301 365:0.047483464175937025 412:0.0679587986544432 463:0.07295634734439048 555:0.05387149758218362 779:0.058237276758614176 868:0.07999999821186066 1013:0.07999999821186066 1102:0.09204119776927812 1103:0.18408239553855624 1104:0.09204119776927812 1105:0.09204119776927812 1106:0.09204119776927812 		phản_đối sử_dụng vỉa_hè 3m kẻ sơn cho bán hàng rong đã làm thì làm cho tới nơi trước kẻ sơn cho để xe rồi kết_cục thế_nào mọi người đều đã biết
