1 1 1:1.1949766120282994 2:1.1578982409406087 4:1.99563519459755 5:1.380211241711606 7:2.298853076409707 8:2.298853076409707 10:2.298853076409707 11:2.298853076409707 13:1.591064607026499 		thật tuyệt_vời vì chủ_quyền đất_nước tôi sẵn_sàng đóng_góp và hy_sinh xương_máu để bảo_vệ 
163 2 21:0.6297314128125431 38:1.380211241711606 360:1.99563519459755 401:1.99563519459755 438:1.2350691146322097 874:1.4404592647015428 908:1.6901960800285136 919:2.298853076409707 920:2.298853076409707 921:2.298853076409707 922:1.99563519459755 923:2.298853076409707 		những cái tốt sao hok duy_trì mà_lại hủy_bỏ là sao giảm_giá vé cho sv là việc_làm thiết_thực mà 
164 2 21:0.6297314128125431 122:1.2787536009528289 155:1.8173449546226208 228:1.8173449546226208 254:1.591064607026499 302:1.591064607026499 349:1.591064607026499 359:1.99563519459755 366:1.591064607026499 394:1.8173449546226208 438:1.2350691146322097 464:1.8173449546226208 740:1.6901960800285136 771:1.99563519459755 872:1.2350691146322097 873:1.6901960800285136 874:1.4404592647015428 879:1.99563519459755 881:1.6901960800285136 883:1.8173449546226208 886:1.99563519459755 887:1.4404592647015428 898:1.591064607026499 908:1.6901960800285136 922:1.99563519459755 924:2.298853076409707 925:2.298853076409707 926:2.298853076409707 927:1.99563519459755 928:2.298853076409707 929:2.298853076409707 930:2.298853076409707 		sinh_viên không được miễn giá vé tàu ntn là không thỏa_đáng đa_số sv đều ở quê ra tp học_tập đa_phần sv là gđ nông nghèo không giảm_giá tàu_xe cho sv về quê các đợt lễ tết và không được học_phí thì tăng vé tàu_xe không giảm thế sv chúng_tôi sao mà đủ tiền tàu_xe 
165 2 132:1.0606978403536116 252:1.6901960800285136 310:1.2787536009528289 625:1.6901960800285136 872:1.2350691146322097 874:1.4404592647015428 880:1.8173449546226208 883:1.8173449546226208 931:2.298853076409707 932:2.298853076409707 		đồng_ý hết nhưng sinh_viên không được miễn_giảm vé tàu là một vấn_đề cần phải xem_xét lại vì_sao 
166 2 15:1.591064607026499 21:0.6297314128125431 78:0.8653014355156231 128:0.9306337316183148 136:1.0320021592991393 277:1.3267908404607376 281:1.0606978403536116 441:1.6901960800285136 447:1.4404592647015428 681:1.6901960800285136 795:1.99563519459755 873:1.6901960800285136 927:1.99563519459755 933:2.298853076409707 935:2.298853076409707 936:2.298853076409707 937:2.298853076409707 938:2.298853076409707 939:2.298853076409707 940:2.298853076409707 941:2.298853076409707 942:2.298853076409707 		ơ trước năm 45 là chống pháp đa_phần tuổi đã cao sức đã yếu còn đi đâu nữa mà miễn với không miễn ? tại_sao không miễn giãm cho tất_cả các thời_kỳ ? buồn_cười quá 
167 2 21:0.6297314128125431 38:1.380211241711606 96:1.4404592647015428 281:1.0606978403536116 328:1.2350691146322097 342:1.4404592647015428 438:1.2350691146322097 501:1.99563519459755 581:1.99563519459755 594:1.4404592647015428 706:1.591064607026499 791:1.99563519459755 848:1.6901960800285136 872:1.2350691146322097 881:1.6901960800285136 898:1.591064607026499 943:2.298853076409707 944:2.298853076409707 945:2.298853076409707 946:2.298853076409707 947:2.298853076409707 		buồn thiết chứ không đội mũ_bảo_hiểm cho những bạn trẻ là tốt nên bắt_buộc sinh_viên xa quê nghèo lắm các bác ạ sao các bác nỡ lòng nào ? 
168 2 5:1.380211241711606 39:1.2787536009528289 49:0.9306337316183148 68:1.380211241711606 113:1.8173449546226208 127:1.4404592647015428 184:1.4404592647015428 251:1.99563519459755 298:1.99563519459755 302:1.591064607026499 312:1.8173449546226208 455:1.5096504624671803 505:1.8173449546226208 558:1.8173449546226208 693:1.99563519459755 721:1.99563519459755 726:1.99563519459755 727:1.99563519459755 740:1.6901960800285136 872:1.2350691146322097 873:1.6901960800285136 874:1.4404592647015428 875:1.6901960800285136 908:1.6901960800285136 948:2.298853076409707 949:2.298853076409707 950:2.298853076409707 951:2.298853076409707 952:2.298853076409707 953:2.298853076409707 954:2.298853076409707 956:2.298853076409707 957:2.298853076409707 958:2.298853076409707 959:2.298853076409707 960:2.298853076409707 961:2.298853076409707 962:2.298853076409707 963:2.298853076409707 964:2.298853076409707 965:2.298853076409707 966:2.298853076409707 		sinh_viên không được miễn giảm vé tàu_hỏa là chính_sách chưa phù_hợp để phát_triển đất_nước sinh_viên là những người cần được ưu_tiên hỗ_trợ phát_triển nước gần chúng_ta nhất trung quốc sinh_viên được miễn giảm_giá vé tầu vào hai lần là đi_về nghỉ_hè và nghỉ tết đề_nghị tăng_cường an_ninh tại các khu_vực bến_xe bến_tàu phòng_chống trộm_cắp cướp_giật lắp thiết_bị ghi_hình ghi tiếng và báo_động nhanh tại các khu_vực này 
169 2 249:1.8173449546226208 262:1.2787536009528289 342:1.4404592647015428 967:1.99563519459755 968:1.99563519459755 969:1.99563519459755 970:1.8173449546226208 971:2.298853076409707 972:2.298853076409707 		  thay_đổi mã vùng điện_thoại cố_định không khoa_học tí nào
170 2 21:0.6297314128125431 253:1.591064607026499 277:1.3267908404607376 552:1.6901960800285136 745:1.6901960800285136 970:1.8173449546226208 973:2.298853076409707 974:2.298853076409707 975:2.298853076409707 976:2.298853076409707 977:2.298853076409707 		mệt nhất_là chuyện đổi số điện_thoại mới_đầu năm đã hao_tài_tốn_của cho việc in_ấn giấy_tờ rồi 
171 2 21:0.6297314128125431 76:1.2787536009528289 211:1.0047988646762522 253:1.591064607026499 269:1.591064607026499 275:1.99563519459755 276:1.8173449546226208 342:1.4404592647015428 635:1.99563519459755 745:1.6901960800285136 978:2.298853076409707 		tôi thấy đổi số đt và cho mang thai hộ là không hay chút nào 
172 2 42:1.380211241711606 76:1.2787536009528289 249:1.8173449546226208 328:1.2350691146322097 342:1.4404592647015428 967:1.99563519459755 968:1.99563519459755 969:1.99563519459755 970:1.8173449546226208 979:2.298853076409707 980:2.298853076409707 981:2.298853076409707 982:2.298853076409707 983:2.298853076409707 		mã vùng điện_thoại thay_đổi kiểu gì mà đọc vào chả thấy khoa_học không biết_mấy bác phân_chia mã theo quy_luật nào nữa
173 2 123:1.99563519459755 129:1.8173449546226208 131:1.4404592647015428 199:1.5096504624671803 254:1.591064607026499 337:1.5096504624671803 447:1.4404592647015428 593:1.99563519459755 887:1.4404592647015428 984:2.298853076409707 985:2.298853076409707 986:2.298853076409707 987:2.298853076409707 		xong tăng lương thì tiền đâu em mua rau thịt ăn đây lại mỳ tôm qua_ngày vậy
174 2 706:1.591064607026499 711:1.591064607026499 		khổ lắm
175 2 350:1.99563519459755 988:2.298853076409707 989:2.298853076409707 		vô_cùng ngang_ngược và trơ_tráo 
176 2 4:1.99563519459755 21:0.6297314128125431 43:1.591064607026499 91:1.1578982409406087 112:1.2787536009528289 197:1.3267908404607376 235:1.99563519459755 277:1.3267908404607376 374:1.99563519459755 423:1.5096504624671803 551:1.6901960800285136 552:1.6901960800285136 563:1.8173449546226208 585:1.8173449546226208 588:1.99563519459755 636:1.6901960800285136 990:2.298853076409707 991:2.298853076409707 992:2.298853076409707 993:2.298853076409707 994:2.298853076409707 995:2.298853076409707 996:2.298853076409707 		vô_lý nhất_là mình có nhà hợp_pháp chủ_quyền tên của mình mà phải tạm_trú trong nhà mình 2 năm mới được nhập hộ_khẩu thời_gian đó thì biết_bao_nhiêu rắc_rối cho con_cháu xin việc học_hành quyền_lợi bị hạn_chế 
177 2 78:0.8653014355156231 128:0.9306337316183148 594:1.4404592647015428 		buồn quá đi 
178 2 78:0.8653014355156231 96:1.4404592647015428 199:1.5096504624671803 887:1.4404592647015428 997:2.298853076409707 998:1.99563519459755 999:2.298853076409707 1000:2.298853076409707 1001:1.99563519459755 		lương thấp quá xăng thì cứ tăng vù_vù nãn lòng công_chức 
179 2 21:0.6297314128125431 121:1.4404592647015428 220:1.2787536009528289 278:1.1949766120282994 281:1.0606978403536116 543:1.591064607026499 643:1.5096504624671803 711:1.591064607026499 852:1.99563519459755 887:1.4404592647015428 998:1.99563519459755 1002:2.298853076409707 1003:2.298853076409707 1004:2.298853076409707 1005:2.298853076409707 1006:2.298853076409707 1007:2.298853076409707 		trời_ơi tăng cái nọ lại tăng thêm 1 loạt các thứ khác ? xăng tăng điện tăng kêu lỗ cái khổ của người_dân thì ai kêu cho đây 
180 2 76:1.2787536009528289 199:1.5096504624671803 404:1.6901960800285136 430:1.6901960800285136 594:1.4404592647015428 613:1.99563519459755 651:1.6901960800285136 887:1.4404592647015428 1001:1.99563519459755 1009:2.298853076409707 1011:2.298853076409707 1012:2.298853076409707 1013:1.99563519459755 1014:2.298853076409707 		nghe lương tăng mà thấy buồn bởi chẳng thấm_tháp gì so với chi_tiêu tối thiếu hàng tháng của các gia_đình công_chức 
181 2 66:0.9789249693398308 199:1.5096504624671803 254:1.591064607026499 412:1.6901960800285136 416:1.5096504624671803 464:1.8173449546226208 542:1.8173449546226208 558:1.8173449546226208 1015:2.298853076409707 1016:2.298853076409707 1017:2.298853076409707 1018:2.298853076409707 1019:2.298853076409707 		lương và giá_cả thị_trường làm thế_nào để đủ tiền nuôi hai đứa con mà không phải vay nợ 
182 2 199:1.5096504624671803 329:1.591064607026499 457:1.8173449546226208 887:1.4404592647015428 		lương ơi đừng tăng nữa 
183 2 281:1.0606978403536116 365:1.1578982409406087 551:1.6901960800285136 585:1.8173449546226208 589:1.6901960800285136 643:1.5096504624671803 906:1.99563519459755 1020:2.298853076409707 1021:2.298853076409707 1022:1.99563519459755 1023:2.298853076409707 1024:2.298853076409707 1025:2.298853076409707 1026:2.298853076409707 1027:2.298853076409707 1028:1.99563519459755 		vô_lý hình_ảnh rạp công_nhân sau khi đập 2 bậc thềm nhưng thay vào đó là 1 dãy xe_máy đậu trên vỉa_hè ? vậy mục_đích của việc đập 2 bậc thềm là gì ?
184 2 211:1.0047988646762522 261:1.591064607026499 365:1.1578982409406087 543:1.591064607026499 672:1.5096504624671803 779:1.4404592647015428 1029:1.8173449546226208 		tôi phản_đối lấy vỉa_hè kinh_doanh hay làm_việc khác
185 2 91:1.1578982409406087 361:1.591064607026499 447:1.4404592647015428 590:1.3267908404607376 655:1.99563519459755 698:1.8173449546226208 1030:2.298853076409707 1031:2.298853076409707 1032:2.298853076409707 1033:2.298853076409707 		ôi không được đâu mới khó_khăn mới dẹp được giờ mà bày ra là tùm_lum liền hà 
186 2 1:1.1949766120282994 486:1.591064607026499 487:1.8173449546226208 549:1.4404592647015428 573:1.4404592647015428 779:1.4404592647015428 1034:2.298853076409707 1035:2.298853076409707 1036:1.99563519459755 1037:2.298853076409707 		quyết_định thật khó hiểu tôi phản_đối việc này vi_phạm luật giao_thông đường_bộ đã cấm là cấm 
187 2 21:0.6297314128125431 45:0.8066823305905351 66:0.9789249693398308 136:1.0320021592991393 262:1.2787536009528289 281:1.0606978403536116 292:1.99563519459755 365:1.1578982409406087 431:1.99563519459755 438:1.2350691146322097 546:1.99563519459755 555:1.3267908404607376 567:1.380211241711606 651:1.6901960800285136 672:1.5096504624671803 748:1.99563519459755 786:1.99563519459755 1038:2.298853076409707 1039:2.298853076409707 1040:1.99563519459755 1041:2.298853076409707 1042:2.298853076409707 1043:1.99563519459755 		  nếu cho kinh_doanh vỉa_hè rồi lại lộn_xộn thôi văn_hoá vỉa_hè sẽ tồn_tại mãi thế_này sao ? tận_dụng làm chỗ đỗ xe thì còn có_lý vì chỗ để xe hiện_nay rất thiếu còn cho thuê kinh_doanh là tôi không ủng_hộ 
188 2 91:1.1578982409406087 550:1.591064607026499 861:1.99563519459755 1040:1.99563519459755 1044:1.99563519459755 1045:2.298853076409707 		lại bát_nháo thế_này bao_giờ mới khá nổi 
189 2 21:0.6297314128125431 136:1.0320021592991393 365:1.1578982409406087 544:1.99563519459755 1029:1.8173449546226208 1043:1.99563519459755 1046:1.99563519459755 1047:2.298853076409707 1048:2.298853076409707 1049:2.298853076409707 1050:2.298853076409707 1051:2.298853076409707 1052:2.298853076409707 		đã dọn_dẹp vỉa_hè để lấy lại không_gian đi_lại cho rộng_rãi vậy_mà còn đề suất cho thuê gì nữa vậy trời 
190 2 21:0.6297314128125431 49:0.9306337316183148 128:0.9306337316183148 278:1.1949766120282994 310:1.2787536009528289 361:1.591064607026499 364:1.6901960800285136 672:1.5096504624671803 1053:2.298853076409707 1054:2.298853076409707 		cho kinh_doanh rồi ai quản_lý nỗi nếu người kinh_doanh lấn_chiếm dẹp đi không đồng_ý
191 2 21:0.6297314128125431 109:1.8173449546226208 361:1.591064607026499 457:1.8173449546226208 554:1.99563519459755 718:1.8173449546226208 1055:2.298853076409707 1056:2.298853076409707 		dẹp rồi lại cho bán trở_lại bó_tay vậy_thì đừng có dẹp làm_gì 
192 2 21:0.6297314128125431 67:1.4404592647015428 91:1.1578982409406087 157:1.99563519459755 268:1.99563519459755 322:1.5096504624671803 365:1.1578982409406087 672:1.5096504624671803 758:1.99563519459755 1057:2.298853076409707 1058:1.99563519459755 		không biết nói_gì hơn mới được mấy ngày mà đã có đề_xuất mới dứt_khoát không cho kinh_doanh vỉa_hè 
193 2 683:1.8173449546226208 		cạn_lời
194 2 15:1.591064607026499 21:0.6297314128125431 49:0.9306337316183148 66:0.9789249693398308 76:1.2787536009528289 78:0.8653014355156231 94:1.99563519459755 96:1.4404592647015428 121:1.4404592647015428 128:0.9306337316183148 136:1.0320021592991393 190:1.2787536009528289 220:1.2787536009528289 253:1.591064607026499 261:1.591064607026499 276:1.8173449546226208 277:1.3267908404607376 341:1.8173449546226208 365:1.1578982409406087 367:1.99563519459755 382:1.99563519459755 438:1.2350691146322097 442:1.99563519459755 463:1.8173449546226208 625:1.6901960800285136 672:1.5096504624671803 725:1.6901960800285136 779:1.4404592647015428 890:1.99563519459755 1028:1.99563519459755 1044:1.99563519459755 1058:1.99563519459755 1059:2.298853076409707 1060:2.298853076409707 1061:2.298853076409707 1062:2.298853076409707 1063:2.298853076409707 1064:2.298853076409707 1065:2.298853076409707 1066:2.298853076409707 1067:2.298853076409707 1068:2.298853076409707 1069:2.298853076409707 1070:2.298853076409707 1071:2.298853076409707 1072:1.99563519459755 1073:2.298853076409707 1074:1.99563519459755 1075:2.298853076409707 1076:2.298853076409707 1077:2.298853076409707 		phản_đối đề_xuất kinh_doanh trên vỉa_hè khi ý_thức người_dân còn quá kém kèm theo lòng tham tâm_lý số đông khi sử_dụng hộ này chật quá để thêm vật_dụng ra ngoài nghĩ cũng không sao người này thấy người kia để được cũng làm theo người người_làm theo cán_bộ đi kiểm_tra rất mỏng còn rất nhiều vấn_đề phát_sinh vỉa_hè phải dùng đúng mục_đích cho làm_việc này việc kia sẽ sinh_ra tiêu_cực mỹ_quan đô_thị và tất_cả sẽ mất kiểm_soát bát_nháo cho_đến vài chục năm sau 
195 2 323:1.8173449546226208 326:1.5096504624671803 361:1.591064607026499 365:1.1578982409406087 384:1.99563519459755 438:1.2350691146322097 549:1.4404592647015428 573:1.4404592647015428 643:1.5096504624671803 854:1.99563519459755 1029:1.8173449546226208 1078:2.298853076409707 1079:2.298853076409707 1080:2.298853076409707 1081:1.99563519459755 1082:2.298853076409707 1083:2.298853076409707 1084:2.298853076409707 1085:2.298853076409707 		không hiểu sao lại nảy ra ý_định này đã dẹp là dẹp hẳn luôn tốn bao công_sức để lấy lại vỉa_hè rồi loanh_quanh sẽ khó mà trở_thành 1 góc nhỏ của singapo 
196 2 121:1.4404592647015428 365:1.1578982409406087 590:1.3267908404607376 787:1.99563519459755 1022:1.99563519459755 1046:1.99563519459755 1081:1.99563519459755 1086:2.298853076409707 1087:2.298853076409707 1088:2.298853076409707 1089:2.298853076409707 1090:2.298853076409707 1091:2.298853076409707 		bao_nhiêu công_sức tiền_của để đập phá dọn_dẹp lại vỉa_hè giờ mà thêm cái qđ này nữa khác_gì bữa giờ ném_tiền_qua_cửa_sổ 
197 2 78:0.8653014355156231 121:1.4404592647015428 178:1.99563519459755 181:1.99563519459755 365:1.1578982409406087 413:1.591064607026499 517:1.8173449546226208 1092:2.298853076409707 1093:2.298853076409707 1094:2.298853076409707 		vỉa_hè rộng quá thì mở_rộng thêm đường giải_quyết ùn ứ tắc đường 
198 2 49:0.9306337316183148 61:1.591064607026499 96:1.4404592647015428 128:0.9306337316183148 278:1.1949766120282994 281:1.0606978403536116 294:1.99563519459755 310:1.2787536009528289 364:1.6901960800285136 1095:2.298853076409707 1096:2.298853076409707 1097:2.298853076409707 1098:1.99563519459755 1099:2.298853076409707 1100:2.298853076409707 		ai bảo_đảm sẽ không tái_diễn cảnh lấn_chiếm lòng lề_đường nữa ? và người đi bộ lại phải xuống lòng_đường tôi không đồng_ý dự_thảo này 
199 2 487:1.8173449546226208 573:1.4404592647015428 1036:1.99563519459755 1072:1.99563519459755 1074:1.99563519459755 1098:1.99563519459755 1101:2.298853076409707 		không nên rất khó kiểm_soát tiêu_cực đã cấm là cấm hẵn lề_đường để giao_thông 
200 2 21:0.6297314128125431 49:0.9306337316183148 66:0.9789249693398308 109:1.8173449546226208 116:1.99563519459755 322:1.5096504624671803 365:1.1578982409406087 412:1.6901960800285136 463:1.8173449546226208 555:1.3267908404607376 779:1.4404592647015428 868:1.99563519459755 1013:1.99563519459755 1102:2.298853076409707 1103:2.298853076409707 1104:2.298853076409707 1105:2.298853076409707 1106:2.298853076409707 		phản_đối sử_dụng vỉa_hè 3m kẻ sơn cho bán hàng rong đã làm thì làm cho tới nơi trước kẻ sơn cho để xe rồi kết_cục thế_nào mọi người đều đã biết
